Sample,TemperatureC,SalinityPPT,AlgaePercent,ReefCode,ReefType,Site,Acreage,Latitude,Longitude,ReefShape,SuitableReference,Date,Restoration,TimeSinceConstruct,BuildDate,Species,Species_count,PlantingSeason
4,16,14,25,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,11/23/10,Reference,NA,NA,Adult Oyster,448,
4,19,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Adult Oyster,172,Summer
3,17,30,10,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,11/9/11,Restored,1,2010,Adult Oyster,160,Summer
3,16,33,NA,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,4/20/15,Restored,9,2006,Adult Oyster,200,Spring
3,NA,NA,0,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,10/27/09,Reference,NA,NA,Adult Oyster,148,
3,12.5,34,5,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,4/2/15,Restored,9,2006,Adult Oyster,732,Spring
6,NA,NA,5,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,3/24/10,Restored,0,2009,Adult Oyster,0,Summer
3,7,31,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,3/25/14,Reference,NA,NA,Adult Oyster,292,
6,8,34,7.5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,2/1/12,Restored,1,2011,Adult Oyster,24,Spring
1,0,34,NA,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,3/9/15,Reference,NA,NA,Adult Oyster,476,
3,23,31,5,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,5/9/14,Restored,5,2009,Adult Oyster,4,Summer
5,5,14,0,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/5/11,Restored,5,2006,Adult Oyster,36,Spring
3,NA,NA,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,4/28/14,Restored,2,2012,Adult Oyster,48,Spring
1,9,15,10,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,3/4/11,Restored,7,2004,Adult Oyster,28,Summer
3,13,31,25,BT5_W,Whelk,Boxtree,0.23,37.38873635,-75.86157835,Fringe,BT2_R,3/27/13,Restored,2,2011,Adult Oyster,388,Spring
1,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,10/22/10,Reference,NA,NA,Adult Oyster,892,
3,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,10/27/11,Reference,NA,NA,Adult Oyster,880,
3,3.5,31,5,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,2/10/14,Restored,4,2009,Adult Oyster,116,Summer
6,9,31,25,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,2/3/12,Restored,2,2009,Adult Oyster,8,Summer
3,10,31,50,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,2/12/13,Restored,2,2011,Adult Oyster,320,Spring
6,NA,NA,25,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,3/2/10,Restored,4,2006,Adult Oyster,12,Spring
3,13,32,25,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,1/19/12,Restored,2,2010,Adult Oyster,48,Fall
1,NA,NA,15,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,12/14/09,Reference,NA,NA,Adult Oyster,192,
4,4,10,10,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,1/31/11,Reference,NA,NA,Adult Oyster,572,
3,9,34,35,MG1,Shell,Magothy,0.63,37.15286271,-75.92614624,Patch,No reference,2/6/12,Restored,5,2007,Adult Oyster,0,Summer
6,NA,NA,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/14/10,Reference,NA,NA,Adult Oyster,872,
3,10,31,27.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/5/11,Reference,NA,NA,Adult Oyster,396,
2,12,29,20,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,12/5/07,Reference,NA,NA,Adult Oyster,208,
3,NA,NA,NA,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,11/20/08,Reference,NA,NA,Adult Oyster,404,
3,24,30,NA,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,9/29/05,Reference,NA,NA,Adult Oyster,62,
3,NA,NA,0,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,10/14/08,Reference,NA,NA,Adult Oyster,120,
3,19,28,10,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,10/18/06,Restored,0,2006,Adult Oyster,0,Summer
6,13,30,50,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,3/27/06,Reference,NA,NA,Adult Oyster,248,
1,29,30,NA,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,8/17/15,Reference,NA,NA,Adult Oyster,436,
1,26,30,10,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,6/26/15,Reference,NA,NA,Adult Oyster,88,
5,16,14,25,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,11/23/10,Reference,NA,NA,Adult Oyster,560,
5,15,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Adult Oyster,144,Summer
1,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Adult Oyster,20,
1,16,33,NA,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,4/20/15,Reference,NA,NA,Adult Oyster,708,
1,19,28,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/18/06,Restored,3,2003,Adult Oyster,176,Summer
1,12.5,34,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,4/2/15,Restored,4,2011,Adult Oyster,172,Spring
1,7,31,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,3/25/14,Reference,NA,NA,Adult Oyster,24,
1,13,31,70,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/27/13,Restored,2,2011,Adult Oyster,424,Spring
1,NA,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,4/28/14,Restored,2,2012,Adult Oyster,148,Spring
2,9,15,10,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,3/4/11,Restored,7,2004,Adult Oyster,16,Summer
1,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/4/09,Reference,NA,NA,Adult Oyster,792,
2,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,10/22/10,Reference,NA,NA,Adult Oyster,460,
1,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Adult Oyster,48,Summer
1,13,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,11/26/11,Restored,1,2009,Adult Oyster,24,Summer
1,3.5,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/10/14,Restored,4,2009,Adult Oyster,544,Summer
2,NA,NA,15,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,12/14/09,Reference,NA,NA,Adult Oyster,240,
5,4,10,10,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,1/31/11,Reference,NA,NA,Adult Oyster,520,
1,5,30,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,2/21/13,Restored,1,2012,Adult Oyster,8,Spring
1,10,31,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,12/5/11,Restored,1,2010,Adult Oyster,108,Fall
1,14,32,20,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,11/21/11,Restored,1,2010,Adult Oyster,0,Fall
1,13,32,55,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,1/20/12,Restored,2,2010,Adult Oyster,32,Spring
1,10,31,5,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/9/11,Reference,NA,NA,Adult Oyster,8,
1,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,10/27/11,Restored,2,2009,Adult Oyster,8,Summer
1,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Adult Oyster,0,Summer
1,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,2/24/10,Reference,NA,NA,Adult Oyster,908,
3,12,29,20,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,12/5/07,Reference,NA,NA,Adult Oyster,356,
1,NA,NA,NA,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/20/08,Restored,1,2007,Adult Oyster,412,Summer
5,24.5,30,NA,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,9/29/05,Reference,NA,NA,Adult Oyster,271,
1,NA,NA,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/15/08,Restored,5,2003,Adult Oyster,8,Summer
7,13,30,80,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,3/27/06,Reference,NA,NA,Adult Oyster,128,
2,29,30,NA,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,8/17/15,Reference,NA,NA,Adult Oyster,252,
2,26,30,10,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,6/26/15,Reference,NA,NA,Adult Oyster,1140,
6,16,14,25,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,11/23/10,Reference,NA,NA,Adult Oyster,188,
6,19,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Adult Oyster,100,Summer
1,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Adult Oyster,248,Summer
2,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Adult Oyster,40,
2,16,33,NA,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,4/20/15,Reference,NA,NA,Adult Oyster,124,
2,20,28,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/18/06,Restored,3,2003,Adult Oyster,0,Summer
2,12.5,34,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,4/2/15,Restored,4,2011,Adult Oyster,228,Spring
2,7,31,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,3/25/14,Reference,NA,NA,Adult Oyster,84,
2,13,31,70,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/27/13,Restored,2,2011,Adult Oyster,308,Spring
2,NA,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,4/28/14,Restored,2,2012,Adult Oyster,284,Spring
3,9,15,10,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,3/4/11,Restored,7,2004,Adult Oyster,200,Summer
2,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/4/09,Reference,NA,NA,Adult Oyster,592,
3,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,10/22/10,Reference,NA,NA,Adult Oyster,276,
2,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Adult Oyster,20,Summer
2,13,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,11/26/11,Restored,1,2009,Adult Oyster,72,Summer
2,3.5,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/10/14,Restored,4,2009,Adult Oyster,120,Summer
3,NA,NA,15,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,12/14/09,Reference,NA,NA,Adult Oyster,352,
2,5,30,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,2/21/13,Restored,1,2012,Adult Oyster,4,Spring
2,10,31,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,12/5/11,Restored,1,2010,Adult Oyster,52,Fall
2,14,32,20,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,11/21/11,Restored,1,2010,Adult Oyster,12,Fall
2,13,32,75,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,1/20/12,Restored,2,2010,Adult Oyster,180,Spring
2,10,31,5,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/9/11,Reference,NA,NA,Adult Oyster,0,
2,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,10/27/11,Restored,2,2009,Adult Oyster,4,Summer
2,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Adult Oyster,0,Summer
2,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/2/10,Reference,NA,NA,Adult Oyster,24,
2,NA,NA,NA,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/20/08,Restored,1,2007,Adult Oyster,208,Summer
4,24.5,30,NA,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,9/29/05,Reference,NA,NA,Adult Oyster,438,
2,NA,NA,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/15/08,Restored,5,2003,Adult Oyster,44,Summer
1,12,29,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/5/07,Restored,0,2007,Adult Oyster,0,Summer
8,13,30,80,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,3/27/06,Reference,NA,NA,Adult Oyster,328,
3,29,30,NA,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,8/17/15,Reference,NA,NA,Adult Oyster,588,
3,26,30,10,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,6/26/15,Reference,NA,NA,Adult Oyster,536,
1,14.5,30,70,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,3/27/06,Reference,NA,NA,Adult Oyster,292,
7,19,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Adult Oyster,24,Summer
1,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Adult Oyster,404,Summer
2,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Adult Oyster,200,Summer
3,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Adult Oyster,212,
3,16,33,NA,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,4/20/15,Reference,NA,NA,Adult Oyster,40,
1,10,30,NA,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/31/05,Restored,2,2003,Adult Oyster,53,Summer
3,19,28,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/18/06,Restored,3,2003,Adult Oyster,164,Summer
3,12.5,34,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,4/2/15,Restored,4,2011,Adult Oyster,176,Spring
3,7,31,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,3/25/14,Reference,NA,NA,Adult Oyster,164,
3,13,31,70,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/27/13,Restored,2,2011,Adult Oyster,372,Spring
3,NA,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,4/28/14,Restored,2,2012,Adult Oyster,100,Spring
3,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,11/4/09,Reference,NA,NA,Adult Oyster,144,
4,NA,NA,5,HC2_R,Reference,Hillcrest,0.06,37.28305317,-75.90604685,Patch,Reference,10/22/10,Reference,NA,NA,Adult Oyster,260,
3,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Adult Oyster,16,Summer
3,13,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,11/26/11,Restored,1,2009,Adult Oyster,140,Summer
3,3.5,31,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/10/14,Restored,4,2009,Adult Oyster,40,Summer
3,5,30,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,2/21/13,Restored,1,2012,Adult Oyster,24,Spring
3,10,31,5,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,12/5/11,Restored,1,2010,Adult Oyster,32,Fall
3,14,32,20,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,11/21/11,Restored,1,2010,Adult Oyster,164,Fall
3,13,32,75,BR1,Shell,Black Rocks,0.88,37.60167726,-75.63882964,Fringe,No reference,1/20/12,Restored,2,2010,Adult Oyster,0,Spring
1,11,15,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,3/14/11,Reference,NA,NA,Adult Oyster,4,
3,10,31,5,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,12/9/11,Reference,NA,NA,Adult Oyster,4,
1,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Adult Oyster,600,
3,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,10/27/11,Restored,2,2009,Adult Oyster,128,Summer
3,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Adult Oyster,0,Summer
3,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/2/10,Reference,NA,NA,Adult Oyster,44,
3,NA,NA,NA,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,11/20/08,Restored,1,2007,Adult Oyster,140,Summer
3,NA,NA,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/15/08,Restored,5,2003,Adult Oyster,80,Summer
2,12,29,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/5/07,Restored,0,2007,Adult Oyster,0,Summer
1,14,32,17.5,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,11/21/11,Restored,1,2010,Adult Oyster,300,Fall
1,29,30,30,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,8/17/15,Restored,5,2010,Adult Oyster,496,Fall
1,26,30,10,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,6/26/15,Restored,5,2010,Adult Oyster,184,Fall
2,14.5,30,70,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,3/27/06,Reference,NA,NA,Adult Oyster,240,
1,20,28,80,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,10/19/06,Reference,NA,NA,Adult Oyster,280,
1,2,30,7.5,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,2/11/14,Reference,NA,NA,Adult Oyster,456,
8,19,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Adult Oyster,204,Summer
2,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Adult Oyster,344,Summer
3,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Adult Oyster,44,Summer
4,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Adult Oyster,52,
2,10,30,NA,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/31/05,Restored,2,2003,Adult Oyster,22,Summer
1,16,30,NA,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,4/13/15,Reference,NA,NA,Adult Oyster,56,
1,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Adult Oyster,40,
1,10,31,17.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,12/9/11,Restored,0,2011,Adult Oyster,132,Spring
1,7,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/25/14,Restored,3,2011,Adult Oyster,484,Spring
3,10,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/19/15,Restored,5,2010,Adult Oyster,44,Fall
1,NA,NA,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/28/14,Restored,2,2012,Adult Oyster,56,Spring
4,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Adult Oyster,12,Summer
1,NA,NA,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,11/16/09,Restored,1,2008,Adult Oyster,152,Spring
4,9,31,25,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/3/12,Restored,2,2009,Adult Oyster,16,Summer
1,7,35,90,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,1/6/12,Restored,1,2011,Adult Oyster,168,Spring
1,9,34,30,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,4/4/13,Reference,NA,NA,Adult Oyster,400,
1,5,30,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,2/21/13,Restored,1,2012,Adult Oyster,24,Spring
1,10,31,5,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,12/5/11,Restored,1,2010,Adult Oyster,44,Fall
2,11,15,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,3/14/11,Reference,NA,NA,Adult Oyster,52,
2,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Adult Oyster,600,
4,9,31,25,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,2/3/12,Restored,3,2009,Adult Oyster,8,Summer
4,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Adult Oyster,0,Summer
4,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/2/10,Reference,NA,NA,Adult Oyster,16,
1,NA,NA,NA,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/26/08,Restored,3,2005,Adult Oyster,80,Summer
1,NA,NA,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/15/08,Restored,5,2003,Adult Oyster,100,Summer
3,12,29,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/5/07,Restored,0,2007,Adult Oyster,0,Summer
2,14,32,17.5,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,11/21/11,Restored,1,2010,Adult Oyster,88,Fall
2,29,30,30,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,8/17/15,Restored,5,2010,Adult Oyster,804,Fall
2,26,30,10,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,6/26/15,Restored,5,2010,Adult Oyster,84,Fall
3,14.5,30,70,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/27/06,Reference,NA,NA,Adult Oyster,216,
2,20,28,80,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,10/19/06,Reference,NA,NA,Adult Oyster,444,
2,2,30,7.5,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,2/11/14,Reference,NA,NA,Adult Oyster,128,
3,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Adult Oyster,216,Summer
4,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Adult Oyster,40,Summer
5,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Adult Oyster,248,
3,10,30,NA,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/31/05,Restored,2,2003,Adult Oyster,112,Summer
2,16,30,NA,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,4/13/15,Reference,NA,NA,Adult Oyster,216,
2,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Adult Oyster,132,
2,10,31,17.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,12/9/11,Restored,0,2011,Adult Oyster,12,Spring
2,7,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/25/14,Restored,3,2011,Adult Oyster,192,Spring
1,10,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/19/15,Restored,5,2010,Adult Oyster,224,Fall
